,,,,,oral_scc,oral_non,oral_lip_scc,oral_lip_non,oral_tongue_scc,oral_tongue_non,oral_salivary_scc,oral_salivary_non,oral_floor_scc,oral_floor_non,oral_gum_scc,oral_gum_non,oral_nasopharynx_scc,oral_nasopharynx_non,oral_tonsil_scc,oral_tonsil_non,oral_oropharynx_scc,oral_oropharynx_non,oral_hypopharynx_scc,oral_hypopharynx_non,oral_other_scc,oral_other_non
  GA: Harris County (13145),2005-2009,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Harris County (13145),2005-2009,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Harris County (13145),2010-2013,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Harris County (13145),2010-2013,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Harris County (13145),2010-2013,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Harris County (13145),2010-2013,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Harris County (13145),2010-2013,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Harris County (13145),2010-2013,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2000-2004,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2000-2004,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2000-2004,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2000-2004,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2000-2004,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2000-2004,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2005-2009,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2005-2009,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2005-2009,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2005-2009,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2005-2009,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2005-2009,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2010-2013,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2010-2013,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2010-2013,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2010-2013,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2010-2013,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Hart County (13147),2010-2013,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2000-2004,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2000-2004,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2000-2004,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2000-2004,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2000-2004,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2000-2004,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2005-2009,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2005-2009,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2005-2009,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2005-2009,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2005-2009,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2005-2009,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2010-2013,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2010-2013,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2010-2013,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2010-2013,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2010-2013,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Heard County (13149),2010-2013,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2000-2004,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2000-2004,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2000-2004,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2000-2004,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2000-2004,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2000-2004,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2005-2009,male,0-44,hw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2005-2009,male,45-64,hw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  GA: Henry County (13151),2005-2009,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2005-2009,female,0-44,hw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2005-2009,female,45-64,hw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2005-2009,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2010-2013,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2010-2013,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2010-2013,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2010-2013,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2010-2013,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Henry County (13151),2010-2013,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2000-2004,male,0-44,hw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2000-2004,male,45-64,hw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2000-2004,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2000-2004,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2000-2004,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2000-2004,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2005-2009,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2005-2009,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2005-2009,male,65+,hw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2005-2009,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2005-2009,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2005-2009,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2010-2013,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2010-2013,male,45-64,hw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  GA: Houston County (13153),2010-2013,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2010-2013,female,0-44,hw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2010-2013,female,45-64,hw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Houston County (13153),2010-2013,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2000-2004,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2000-2004,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2000-2004,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2000-2004,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2000-2004,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2000-2004,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2005-2009,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2005-2009,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2005-2009,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2005-2009,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2005-2009,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2005-2009,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2010-2013,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2010-2013,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2010-2013,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2010-2013,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2010-2013,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Irwin County (13155),2010-2013,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2000-2004,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2000-2004,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2000-2004,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2000-2004,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2000-2004,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2000-2004,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2005-2009,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2005-2009,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2005-2009,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2005-2009,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2005-2009,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2005-2009,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2010-2013,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2010-2013,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2010-2013,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2010-2013,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2010-2013,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jackson County (13157),2010-2013,female,65+,hw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2000-2004,male,0-44,hw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2000-2004,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2000-2004,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2000-2004,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2000-2004,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2000-2004,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2005-2009,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2005-2009,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2005-2009,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2005-2009,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2005-2009,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2005-2009,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2010-2013,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2010-2013,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2010-2013,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2010-2013,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2010-2013,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jeff Davis County (13161),2010-2013,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2000-2004,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2000-2004,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2000-2004,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2000-2004,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2000-2004,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2000-2004,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2005-2009,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2005-2009,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2005-2009,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2005-2009,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2005-2009,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2005-2009,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2010-2013,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2010-2013,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2010-2013,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2010-2013,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2010-2013,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jenkins County (13165),2010-2013,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2000-2004,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2000-2004,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2000-2004,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2000-2004,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2000-2004,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2000-2004,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2005-2009,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2005-2009,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2005-2009,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2005-2009,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2005-2009,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2005-2009,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2010-2013,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2010-2013,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2010-2013,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2010-2013,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2010-2013,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Johnson County (13167),2010-2013,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2000-2004,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2000-2004,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2000-2004,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2000-2004,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2000-2004,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2000-2004,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2005-2009,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2005-2009,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2005-2009,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2005-2009,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2005-2009,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2005-2009,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2010-2013,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2010-2013,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2010-2013,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2010-2013,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2010-2013,female,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Jones County (13169),2010-2013,female,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Lamar County (13171),2000-2004,male,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Lamar County (13171),2000-2004,male,45-64,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Lamar County (13171),2000-2004,male,65+,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Lamar County (13171),2000-2004,female,0-44,hw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
